ProductID,Date,Zip,Units,Currency,Revenue
1987,11-11-2023,79402,11,USD,948.26
2028,06-07-2024,85870,18,USD,1243.53
541,01-04-2024,69714,10,USD,715.94
602,01-04-2024,10075,2,USD,90.44
1946,22-11-2023,87699,17,USD,1377.02
1269,20-06-2024,63140,10,USD,224.11
1178,08-04-2024,42738,2,USD,48.55
1217,22-07-2024,92271,2,USD,155.75
2333,27-12-2023,88622,1,USD,63.19
1766,13-05-2024,75022,11,USD,890.79
1908,30-11-2023,71459,19,USD,1754.55
1987,28-04-2024,76021,20,USD,1805.98
1661,28-10-2023,90986,5,USD,217.61
915,03-02-2024,31998,12,USD,999.02
1657,11-09-2023,95569,15,USD,1407.51
1583,14-02-2024,82906,2,USD,54.37
892,02-06-2024,77532,18,USD,824.16
1510,08-03-2024,49693,1,USD,96.38
1205,15-02-2024,19089,20,USD,1926.04
799,03-11-2023,59899,12,USD,545.62
1480,25-11-2023,11224,10,USD,794.86
2008,19-08-2024,84532,9,USD,649.58
2311,20-07-2024,49141,3,USD,194.89
761,22-05-2024,87207,9,USD,571.37
1539,14-05-2024,18651,7,USD,388.51
1116,04-03-2024,56256,17,USD,358.73
882,08-04-2024,35538,14,USD,598.63
131,12-11-2023,13925,1,USD,61.74
798,23-08-2024,47213,17,USD,1375.71
2315,05-06-2024,15290,6,USD,361.31
996,20-09-2023,43200,2,USD,86.98
1700,21-09-2023,40667,11,USD,936.74
1955,23-12-2023,43178,12,USD,829.41
865,17-11-2023,90476,5,USD,204.56
1416,18-12-2023,44586,11,USD,990.57
899,08-11-2023,49035,20,USD,1062.45
1423,15-09-2023,78034,12,USD,639.33
1501,03-10-2023,10449,11,USD,465.31
1535,20-07-2024,51251,4,USD,241.84
994,26-05-2024,70740,10,USD,477.06
294,27-09-2023,77034,13,USD,673.56
1731,15-10-2023,25935,2,USD,115.75
705,19-08-2024,23996,13,USD,1134.6
1549,18-11-2023,11032,17,USD,1532.23
1148,04-04-2024,20750,10,USD,418.84
1461,12-05-2024,61855,14,USD,1184.8
270,31-05-2024,98763,3,USD,105.9
839,27-10-2023,23939,3,USD,193.13
291,19-08-2024,60125,19,USD,972.34
61,03-08-2024,15276,11,USD,797.51
936,31-05-2024,17651,1,USD,68.92
1650,29-09-2023,36305,8,USD,283.47
1354,18-01-2024,73265,20,USD,1691.56
840,20-10-2023,36536,12,USD,400.56
1695,09-05-2024,82948,6,USD,592.78
83,10-05-2024,54574,8,USD,648.0
854,15-09-2023,15729,19,USD,881.98
1255,21-05-2024,47738,3,USD,296.25
2353,21-01-2024,65345,17,USD,721.21
1631,24-06-2024,37857,11,USD,649.3
2404,05-04-2024,32043,14,USD,1148.03
1115,22-01-2024,50940,12,USD,322.54
2338,31-08-2024,50131,2,USD,93.7
467,18-01-2024,22548,10,USD,697.22
2106,28-10-2023,79499,5,USD,449.39
1743,08-03-2024,43927,6,USD,283.58
562,04-11-2023,16516,8,USD,631.5
1690,03-02-2024,84991,17,USD,548.41
1698,01-08-2024,25611,20,USD,1803.88
1981,10-02-2024,81318,1,USD,72.26
2094,18-02-2024,38161,5,USD,424.52
2356,26-07-2024,87995,10,USD,362.09
375,23-07-2024,74001,10,USD,539.4
184,09-04-2024,77541,5,USD,463.52
925,28-03-2024,78326,7,USD,233.77
520,02-07-2024,70320,9,USD,658.43
1969,23-03-2024,39017,2,USD,192.98
2249,12-03-2024,76102,11,USD,543.48
2287,25-05-2024,56245,16,USD,658.65
1446,21-12-2023,23228,1,USD,79.36
1919,08-02-2024,97544,12,USD,607.02
917,08-03-2024,43719,15,USD,1333.89
408,30-01-2024,26185,11,USD,618.05
338,31-07-2024,44697,10,USD,746.38
2236,15-11-2023,14311,18,USD,1481.44
1335,09-01-2024,98883,7,USD,608.21
1111,06-09-2023,91451,14,USD,1256.96
774,24-01-2024,19890,2,USD,71.68
981,15-09-2023,91587,10,USD,579.88
2017,05-10-2023,17525,6,USD,397.47
490,17-03-2024,35517,8,USD,269.51
573,14-02-2024,94580,16,USD,582.05
231,23-06-2024,15360,12,USD,913.48
898,29-01-2024,29937,18,USD,1489.57
1038,06-09-2023,66262,9,USD,756.41
1108,10-04-2024,72576,13,USD,1025.93
978,19-06-2024,56628,6,USD,296.79
400,21-03-2024,58893,6,USD,337.4
2306,10-01-2024,41654,14,USD,327.45
936,07-05-2024,48228,10,USD,436.48
445,30-07-2024,17400,19,USD,1883.08
1280,09-03-2024,19935,1,USD,89.98
1315,15-07-2024,87776,9,USD,729.45
666,25-03-2024,88531,14,USD,612.46
976,14-09-2023,88690,3,USD,105.26
264,18-07-2024,71412,19,USD,956.57
1590,28-01-2024,17525,8,USD,787.22
627,05-09-2023,80710,11,USD,939.45
380,30-05-2024,48081,18,USD,1792.57
1031,24-09-2023,73564,9,USD,522.7
1416,24-07-2024,87578,6,USD,245.21
1523,17-03-2024,71161,17,USD,1305.28
1881,18-04-2024,24287,11,USD,988.76
846,08-09-2023,14269,8,USD,761.74
1101,19-07-2024,17794,13,USD,480.53
1056,09-12-2023,65655,14,USD,705.56
2065,10-07-2024,23948,17,USD,1646.44
419,11-11-2023,18311,6,USD,418.38
1565,12-02-2024,28665,18,USD,533.17
946,29-11-2023,93283,2,USD,162.78
473,09-01-2024,82699,19,USD,513.83
2281,19-04-2024,18315,13,USD,1173.81
1487,03-06-2024,68108,2,USD,169.91
1684,02-08-2024,75768,14,USD,1097.52
1135,18-01-2024,94746,3,USD,171.79
341,16-02-2024,23405,12,USD,660.27
214,23-08-2024,43077,13,USD,849.48
1985,22-07-2024,72094,1,USD,77.45
2394,24-09-2023,97457,3,USD,98.16
1399,02-05-2024,54822,8,USD,500.46
1315,05-05-2024,80011,20,USD,1252.04
469,20-12-2023,39104,20,USD,617.62
1859,24-02-2024,23356,15,USD,371.34
451,03-03-2024,65462,7,USD,561.42
2177,10-08-2024,40423,3,USD,272.73
1834,17-05-2024,88320,1,USD,90.54
40,18-06-2024,95534,11,USD,394.91
1435,21-04-2024,94959,6,USD,480.1
1497,12-02-2024,50903,1,USD,86.67
880,28-06-2024,47910,4,USD,145.72
1240,27-10-2023,70314,14,USD,1233.37
1301,14-04-2024,36154,16,USD,756.65
340,18-10-2023,91128,16,USD,1212.43
1859,08-06-2024,35716,2,USD,180.29
1711,24-11-2023,45014,5,USD,260.14
1731,20-04-2024,85856,18,USD,848.29
2363,22-10-2023,29658,12,USD,942.23
1884,19-03-2024,51848,18,USD,541.99
1147,03-09-2023,90819,11,USD,880.84
1462,31-01-2024,11037,18,USD,1405.76
776,14-12-2023,24564,13,USD,446.65
1533,07-02-2024,91731,8,USD,500.94
1489,29-05-2024,17809,9,USD,488.38
620,11-03-2024,79014,14,USD,1102.39
2350,20-09-2023,33955,16,USD,1239.95
2401,25-11-2023,45938,1,USD,27.03
112,11-11-2023,79469,4,USD,258.25
154,29-09-2023,64047,4,USD,205.29
382,15-12-2023,83780,13,USD,595.19
2335,14-03-2024,48830,18,USD,779.5
403,09-02-2024,12127,3,USD,216.6
1424,25-10-2023,90378,18,USD,659.73
2313,15-05-2024,87660,5,USD,466.36
576,05-12-2023,22310,13,USD,612.16
1865,10-02-2024,80540,12,USD,756.69
2321,22-02-2024,21519,11,USD,901.78
743,27-06-2024,36378,18,USD,1738.44
2079,20-02-2024,41194,18,USD,1191.16
984,07-12-2023,75242,19,USD,1194.03
1511,20-11-2023,19632,19,USD,1606.12
249,28-05-2024,81583,16,USD,1449.43
1238,27-09-2023,10002,9,USD,407.2
152,14-11-2023,68430,9,USD,750.46
1742,11-03-2024,57852,14,USD,529.51
2240,19-08-2024,85531,16,USD,1210.33
83,03-03-2024,88842,9,USD,536.16
1895,29-04-2024,54967,13,USD,864.15
2195,20-05-2024,96752,6,USD,375.76
2296,06-02-2024,93817,13,USD,489.93
1442,10-04-2024,62399,7,USD,190.23
1243,31-08-2024,92041,4,USD,365.35
2178,03-05-2024,18907,12,USD,273.82
1771,10-07-2024,80745,19,USD,1497.65
1635,10-03-2024,83237,3,USD,104.17
1379,25-06-2024,47839,5,USD,136.62
74,14-03-2024,34703,8,USD,342.01
300,19-01-2024,12591,17,USD,987.08
1239,14-10-2023,62365,16,USD,1152.3
74,19-08-2024,26449,3,USD,110.33
470,11-12-2023,50438,19,USD,1596.19
99,20-11-2023,77986,16,USD,1351.51
2394,10-05-2024,29491,8,USD,500.64
2211,18-04-2024,38362,14,USD,1035.04
1421,23-03-2024,26252,14,USD,1074.2
1121,14-09-2023,19936,5,USD,327.86
193,01-07-2024,96414,20,USD,813.44
1634,23-11-2023,57462,18,USD,784.17
1669,16-07-2024,78155,19,USD,977.43
932,23-01-2024,45815,17,USD,1002.45
1519,19-11-2023,61755,18,USD,1338.86
1479,05-12-2023,17875,14,USD,1157.71
1302,14-05-2024,32505,20,USD,1810.71
2278,31-05-2024,92860,10,USD,213.02
1351,12-02-2024,19184,1,USD,76.21
1515,23-08-2024,61013,16,USD,1131.95
1511,23-10-2023,31083,19,USD,1173.93
1239,10-04-2024,23472,13,USD,948.13
1407,23-01-2024,18613,9,USD,658.28
2129,24-10-2023,69131,3,USD,127.76
539,01-12-2023,29066,11,USD,483.23
875,29-11-2023,50107,4,USD,381.92
2168,01-12-2023,63833,2,USD,73.95
1564,03-01-2024,81263,15,USD,1003.43
1874,23-02-2024,60458,9,USD,402.84
901,22-09-2023,30940,4,USD,157.17
371,29-01-2024,30882,9,USD,788.27
1246,13-07-2024,19599,2,USD,160.47
300,27-10-2023,70916,20,USD,1541.39
311,28-07-2024,83443,7,USD,654.07
2327,04-11-2023,92662,1,USD,49.44
435,06-02-2024,17112,11,USD,287.88
279,18-01-2024,87111,6,USD,149.27
1330,04-09-2023,91808,17,USD,1290.26
1108,04-06-2024,85851,12,USD,398.82
1792,24-12-2023,34247,15,USD,579.93
356,18-01-2024,52675,10,USD,752.11
1146,16-05-2024,99089,6,USD,462.33
749,15-09-2023,17661,9,USD,418.01
1990,23-06-2024,23182,13,USD,1181.01
704,21-03-2024,87021,2,USD,137.83
2009,20-04-2024,14329,5,USD,482.91
1904,29-04-2024,42624,4,USD,295.83
1720,25-11-2023,57388,5,USD,380.56
537,01-02-2024,40553,14,USD,1171.13
649,03-04-2024,37748,12,USD,666.96
437,21-09-2023,59676,8,USD,751.41
1606,10-03-2024,16556,9,USD,207.05
671,28-03-2024,54276,7,USD,295.19
1368,27-04-2024,71537,17,USD,1696.62
786,10-06-2024,54997,8,USD,739.25
1961,06-07-2024,57218,12,USD,740.04
1493,02-12-2023,57308,15,USD,1099.67
312,21-01-2024,25525,14,USD,1250.0
1541,15-02-2024,42345,6,USD,296.93
1922,03-11-2023,32180,9,USD,321.85
1141,27-03-2024,51623,6,USD,194.74
1750,21-07-2024,74293,9,USD,790.1
146,04-08-2024,70192,1,USD,96.01
34,03-08-2024,51060,1,USD,38.46
468,09-03-2024,59013,1,USD,27.03
1423,11-12-2023,48598,4,USD,141.36
910,05-12-2023,20096,14,USD,338.75
1268,28-12-2023,97720,15,USD,480.58
617,17-12-2023,55354,12,USD,512.69
915,06-03-2024,18345,2,USD,178.98
1664,19-05-2024,10851,17,USD,498.99
2224,18-09-2023,38675,18,USD,1431.18
435,18-11-2023,28835,1,USD,49.23
365,19-09-2023,60826,2,USD,129.63
1615,09-01-2024,42781,10,USD,476.33
1101,22-08-2024,46654,20,USD,439.94
885,09-07-2024,60733,20,USD,1986.82
1316,06-02-2024,92592,5,USD,211.22
1053,04-02-2024,12190,5,USD,113.38
1388,27-09-2023,71507,7,USD,338.81
25,13-12-2023,98223,17,USD,1644.3
48,15-03-2024,53400,15,USD,552.1
1692,13-05-2024,94080,7,USD,532.25
1481,07-01-2024,45815,12,USD,590.16
1648,01-01-2024,60627,10,USD,526.4
752,18-05-2024,62273,11,USD,1094.42
1378,18-08-2024,89420,12,USD,1176.66
2257,15-07-2024,70738,13,USD,384.2
228,09-12-2023,44473,10,USD,875.3
55,24-04-2024,75606,4,USD,299.9
2236,30-06-2024,86573,4,USD,211.08
1998,31-03-2024,13623,2,USD,74.3
2335,15-07-2024,56906,11,USD,412.86
2259,14-05-2024,72379,17,USD,1467.04
873,03-05-2024,25109,6,USD,487.88
114,22-12-2023,88575,1,USD,85.04
381,08-07-2024,60429,10,USD,614.79
1082,23-10-2023,92355,12,USD,814.54
184,08-08-2024,23478,6,USD,578.98
126,05-05-2024,35018,13,USD,453.52
1653,03-02-2024,78478,1,USD,35.04
2277,19-07-2024,67435,4,USD,346.38
1137,23-08-2024,73718,15,USD,1161.25
912,05-02-2024,58689,19,USD,992.05
2203,28-02-2024,39285,3,USD,265.09
1510,07-06-2024,37928,17,USD,539.09
2363,24-05-2024,27744,8,USD,231.17
2068,25-12-2023,81972,2,USD,144.02
845,23-08-2024,23173,6,USD,568.78
2125,04-04-2024,89851,16,USD,840.8
2162,01-08-2024,70984,1,USD,25.17
848,10-05-2024,71512,16,USD,1135.77
1580,18-10-2023,60520,17,USD,659.99
1920,29-05-2024,90211,10,USD,312.21
1214,10-09-2023,61651,5,USD,112.09
351,23-12-2023,69789,7,USD,184.12
151,28-02-2024,26056,19,USD,541.45
1728,29-02-2024,98789,10,USD,751.0
322,03-11-2023,86137,10,USD,830.67
1268,06-06-2024,23708,10,USD,423.75
1478,17-04-2024,66367,1,USD,31.62
2295,15-03-2024,75179,7,USD,197.27
998,01-01-2024,46281,3,USD,81.44
1342,09-07-2024,14330,16,USD,409.8
483,05-06-2024,34544,11,USD,689.63
489,30-10-2023,67850,18,USD,1358.94
1773,16-09-2023,75361,17,USD,1080.54
91,25-09-2023,87410,18,USD,1245.6
2373,12-07-2024,19183,6,USD,343.47
1204,23-09-2023,49843,11,USD,1086.2
1533,10-02-2024,47472,2,USD,48.39
1763,22-10-2023,71374,5,USD,470.02
370,07-07-2024,39741,16,USD,790.46
1445,05-01-2024,40706,5,USD,146.56
1039,17-09-2023,59840,11,USD,460.19
412,05-11-2023,12930,10,USD,869.58
1382,27-11-2023,37554,20,USD,1974.44
1001,06-07-2024,56050,13,USD,919.4
2135,18-05-2024,74009,3,USD,250.19
429,19-12-2023,81919,1,USD,47.43
164,22-01-2024,29279,17,USD,680.3
1612,24-07-2024,80901,15,USD,1129.51
1597,12-02-2024,35578,4,USD,121.88
1826,21-10-2023,28983,1,USD,72.33
439,15-08-2024,88537,4,USD,251.76
2098,25-02-2024,32085,16,USD,638.79
1031,20-10-2023,94794,17,USD,1264.12
1864,14-04-2024,86809,6,USD,197.34
355,22-07-2024,90968,3,USD,260.92
378,11-12-2023,75586,5,USD,303.77
95,27-11-2023,20941,11,USD,314.35
442,26-03-2024,86722,5,USD,142.3
135,24-02-2024,34371,8,USD,595.86
387,29-03-2024,95011,11,USD,1039.76
480,15-12-2023,26388,15,USD,407.64
1071,02-11-2023,63859,19,USD,736.53
810,29-06-2024,25130,13,USD,307.65
1110,20-09-2023,21156,18,USD,1051.36
2301,16-04-2024,93957,3,USD,242.12
807,15-03-2024,16723,13,USD,721.64
1539,12-07-2024,22332,10,USD,999.01
2046,27-09-2023,44703,12,USD,712.18
1303,06-08-2024,77889,2,USD,53.88
1417,23-12-2023,87900,16,USD,1529.79
1768,29-01-2024,75485,18,USD,539.52
1920,21-12-2023,88274,12,USD,296.59
63,28-05-2024,14161,9,USD,501.38
1843,13-05-2024,58355,19,USD,1840.86
2146,05-03-2024,77348,16,USD,549.4
1208,23-12-2023,51461,10,USD,439.22
25,09-07-2024,11152,15,USD,837.43
1452,15-06-2024,97286,13,USD,1087.93
1067,17-08-2024,10849,1,USD,28.2
1675,21-09-2023,27380,6,USD,589.14
1668,06-06-2024,17592,11,USD,291.65
1403,07-05-2024,86337,9,USD,873.39
1832,20-05-2024,65836,17,USD,1214.04
576,20-12-2023,31337,18,USD,1117.72
112,17-11-2023,90526,7,USD,497.62
2132,07-05-2024,72810,9,USD,665.6
871,27-10-2023,39028,1,USD,47.3
1234,07-08-2024,10603,17,USD,1525.37
871,21-08-2024,90576,18,USD,451.31
2215,05-03-2024,88718,17,USD,1253.01
590,05-01-2024,89543,7,USD,659.57
682,15-03-2024,54859,17,USD,1585.58
1475,29-04-2024,73611,9,USD,194.71
654,15-09-2023,78529,6,USD,376.36
1485,07-03-2024,44204,8,USD,760.16
423,24-05-2024,55120,11,USD,884.56
290,16-10-2023,24215,4,USD,305.41
656,30-08-2024,63111,10,USD,724.94
1368,16-10-2023,26611,16,USD,499.0
1849,07-03-2024,96882,15,USD,1341.13
2283,17-02-2024,20463,14,USD,427.98
725,20-11-2023,63769,3,USD,132.99
1619,11-06-2024,34982,10,USD,643.2
1944,06-09-2023,70846,2,USD,159.35
2384,14-10-2023,42567,7,USD,375.71
981,23-01-2024,54999,17,USD,347.04
360,18-07-2024,17548,10,USD,903.26
16,22-03-2024,74346,20,USD,1562.81
51,21-06-2024,72782,7,USD,562.05
1795,09-04-2024,66004,20,USD,584.11
2099,24-01-2024,49489,19,USD,488.3
2250,03-02-2024,57774,14,USD,1394.72
2396,29-05-2024,72241,2,USD,164.81
449,03-08-2024,46773,11,USD,509.0
755,15-09-2023,17586,5,USD,316.72
419,08-08-2024,36121,16,USD,895.88
2289,14-08-2024,76732,19,USD,1453.19
1883,10-05-2024,53988,2,USD,89.28
2160,28-04-2024,60826,12,USD,987.26
2184,16-12-2023,90705,10,USD,890.75
2097,12-12-2023,88271,17,USD,1423.95
1940,12-04-2024,64523,19,USD,1202.21
669,25-01-2024,63835,16,USD,630.92
1881,06-01-2024,62797,18,USD,940.23
1974,19-07-2024,39676,3,USD,271.73
1684,05-09-2023,79645,7,USD,204.88
643,05-10-2023,37612,11,USD,838.17
410,21-08-2024,99402,10,USD,303.96
1639,13-10-2023,28231,16,USD,538.7
973,23-10-2023,43269,15,USD,1470.72
1725,02-07-2024,34992,2,USD,191.36
1324,31-07-2024,37148,14,USD,803.64
2388,30-11-2023,60284,11,USD,564.66
1291,26-05-2024,21133,14,USD,980.56
456,15-01-2024,62433,10,USD,602.23
686,06-04-2024,99803,10,USD,587.23
1276,24-10-2023,42844,3,USD,273.51
1996,11-10-2023,36046,7,USD,222.25
1366,19-04-2024,16802,6,USD,308.95
596,27-06-2024,32579,9,USD,407.32
145,10-07-2024,67029,4,USD,211.68
1852,06-08-2024,41705,19,USD,749.81
24,27-11-2023,40920,8,USD,696.11
1775,11-08-2024,70203,13,USD,1101.97
754,02-07-2024,60784,1,USD,84.09
406,21-07-2024,80573,13,USD,514.06
362,24-08-2024,98876,15,USD,866.04
951,12-02-2024,29655,4,USD,81.83
249,21-02-2024,67101,12,USD,1068.37
221,28-01-2024,28453,15,USD,361.05
1220,21-06-2024,60767,15,USD,834.35
988,17-07-2024,77624,16,USD,849.75
1356,04-01-2024,98348,10,USD,522.67
1218,16-06-2024,86891,9,USD,316.29
1234,26-03-2024,46986,14,USD,480.22
263,11-07-2024,10366,18,USD,1617.04
71,17-05-2024,84676,7,USD,163.35
1089,11-10-2023,56522,3,USD,195.3
1737,05-09-2023,20983,5,USD,212.52
489,29-05-2024,41821,5,USD,246.56
1142,10-08-2024,88648,14,USD,452.4
1555,25-06-2024,14809,6,USD,505.9
2179,08-06-2024,33889,13,USD,1009.55
1648,13-08-2024,56686,15,USD,1150.14
412,23-11-2023,91061,14,USD,915.09
2038,20-08-2024,55383,3,USD,60.09
1059,01-06-2024,90915,16,USD,1095.68
1927,25-06-2024,13061,12,USD,957.01
1549,28-08-2024,78359,3,USD,205.93
314,19-05-2024,86051,6,USD,475.81
589,26-11-2023,45460,16,USD,779.11
610,22-03-2024,81043,16,USD,1267.64
1149,20-04-2024,99163,15,USD,748.54
61,02-08-2024,95949,2,USD,144.26
1592,22-05-2024,77431,4,USD,236.06
348,11-05-2024,36397,8,USD,182.52
1240,05-05-2024,34355,4,USD,198.59
1928,04-12-2023,53101,16,USD,1177.49
1566,13-07-2024,41554,17,USD,1357.21
1006,10-09-2023,77862,11,USD,637.91
1600,22-08-2024,12392,8,USD,744.73
222,25-02-2024,38678,12,USD,284.34
1417,15-08-2024,91911,5,USD,275.7
1893,19-10-2023,97567,7,USD,277.14
552,25-04-2024,82578,15,USD,1184.8
1093,04-01-2024,81570,2,USD,75.48
655,03-06-2024,96963,19,USD,1254.04
1564,25-08-2024,46489,10,USD,588.42
115,24-12-2023,59508,10,USD,389.21
1632,30-01-2024,93274,6,USD,462.98
1816,02-01-2024,46506,5,USD,362.63
23,04-08-2024,46811,20,USD,448.49
543,19-07-2024,11814,16,USD,1261.22
1517,21-09-2023,69993,19,USD,470.81
1201,21-11-2023,25043,5,USD,494.48
1095,26-08-2024,26055,7,USD,655.67
795,13-09-2023,46720,13,USD,320.17
853,21-01-2024,96886,1,USD,52.92
1854,16-12-2023,44267,16,USD,608.99
810,20-10-2023,91129,9,USD,580.53
1708,16-04-2024,82246,2,USD,50.17
1918,15-09-2023,27832,7,USD,307.68
1099,22-07-2024,64902,10,USD,571.81
2151,26-09-2023,59655,2,USD,163.51
1122,31-05-2024,91283,13,USD,472.67
188,15-07-2024,15182,4,USD,234.17
2226,27-12-2023,48793,7,USD,602.76
2407,28-07-2024,93626,9,USD,562.73
1550,21-04-2024,94569,12,USD,346.79
1760,20-09-2023,87885,16,USD,1596.73
66,10-04-2024,21580,4,USD,331.98
325,19-10-2023,64014,10,USD,377.95
1258,28-01-2024,39126,4,USD,348.04
979,12-05-2024,40512,6,USD,425.15
1211,24-04-2024,64630,5,USD,222.18
1391,29-08-2024,31107,20,USD,1343.72
2096,07-12-2023,24259,13,USD,300.24
981,22-06-2024,75155,14,USD,1197.95
1096,15-12-2023,41898,16,USD,689.59
325,07-05-2024,28558,13,USD,712.1
1726,19-01-2024,79046,8,USD,468.21
1608,20-10-2023,44272,3,USD,199.01
2206,19-03-2024,19498,3,USD,244.69
1114,23-08-2024,21324,5,USD,258.97
2260,15-04-2024,78957,2,USD,75.02
929,23-03-2024,62233,9,USD,757.05
1130,06-04-2024,24823,14,USD,1124.43
119,14-06-2024,27992,4,USD,206.86
1415,17-08-2024,95120,8,USD,589.62
1154,15-11-2023,20603,8,USD,443.08
866,18-11-2023,80741,1,USD,25.71
1339,29-04-2024,62457,10,USD,833.59
939,20-03-2024,16918,4,USD,205.28
2174,02-01-2024,49825,14,USD,1300.14
2266,05-08-2024,78529,9,USD,817.86
2022,09-04-2024,55848,8,USD,408.9
2003,23-06-2024,93480,10,USD,687.18
1516,27-03-2024,67064,13,USD,1136.43
967,12-07-2024,54973,12,USD,725.2
1095,07-06-2024,32754,20,USD,958.28
338,11-04-2024,85188,16,USD,1151.37
1134,21-11-2023,60420,2,USD,154.69
731,08-04-2024,43423,2,USD,110.72
982,13-05-2024,32331,13,USD,1266.49
1720,23-04-2024,25650,8,USD,799.73
2328,25-09-2023,65135,13,USD,550.07
36,12-11-2023,74815,4,USD,117.21
993,27-01-2024,36361,6,USD,506.3
1700,12-10-2023,95155,15,USD,1330.67
182,18-12-2023,11183,20,USD,1420.65
425,13-08-2024,84872,5,USD,411.48
2233,08-05-2024,68890,10,USD,931.17
1459,27-02-2024,75905,20,USD,1060.32
2186,05-12-2023,87765,17,USD,528.05
894,06-04-2024,24249,13,USD,857.25
1153,13-04-2024,88323,12,USD,755.68
1663,03-04-2024,84250,18,USD,1055.99
699,10-05-2024,79701,3,USD,257.95
2092,01-02-2024,11449,13,USD,761.95
145,01-02-2024,73044,10,USD,933.47
341,03-07-2024,69120,16,USD,712.06
504,31-10-2023,64224,2,USD,138.93
1253,22-06-2024,21232,10,USD,647.57
223,08-12-2023,19400,19,USD,1829.59
182,22-09-2023,51777,5,USD,190.16
427,20-05-2024,22587,17,USD,1143.09
1259,01-01-2024,51790,16,USD,1524.05
400,19-05-2024,15719,1,USD,37.84
2133,11-05-2024,73387,16,USD,370.67
993,21-11-2023,95485,19,USD,615.16
1092,21-01-2024,31094,5,USD,172.6
1542,17-08-2024,15161,8,USD,518.25
2103,15-09-2023,69881,10,USD,390.23
1328,25-03-2024,69766,9,USD,385.73
1976,09-11-2023,22339,8,USD,493.91
1138,31-03-2024,20456,2,USD,156.67
855,03-02-2024,31306,5,USD,234.09
403,06-10-2023,74654,6,USD,295.48
1772,03-07-2024,39382,15,USD,490.76
1157,18-09-2023,62889,10,USD,736.06
269,27-01-2024,54676,15,USD,642.41
920,06-05-2024,63135,5,USD,454.32
1808,19-12-2023,29764,12,USD,530.02
105,10-08-2024,60899,15,USD,799.34
490,24-01-2024,86713,7,USD,663.82
793,02-05-2024,36569,5,USD,272.12
1716,29-01-2024,39721,12,USD,294.04
2232,09-10-2023,50764,17,USD,1187.13
1117,12-11-2023,28585,2,USD,187.94
772,20-06-2024,34056,1,USD,79.41
1775,06-08-2024,64788,10,USD,960.35
795,05-09-2023,99873,5,USD,314.62
53,19-12-2023,64106,4,USD,241.43
1978,30-01-2024,22220,11,USD,496.21
961,09-03-2024,22559,3,USD,264.03
2409,26-06-2024,54748,5,USD,182.07
1409,20-05-2024,90623,14,USD,1253.96
2365,07-05-2024,23431,1,USD,47.2
2197,14-08-2024,64666,18,USD,365.76
515,30-04-2024,36526,5,USD,322.67
348,31-05-2024,31304,11,USD,532.5
467,30-05-2024,93465,18,USD,505.04
1660,08-01-2024,16005,20,USD,1687.57
1160,11-08-2024,11255,1,USD,59.88
1704,19-11-2023,92337,20,USD,1509.31
110,12-01-2024,64545,8,USD,381.81
1025,11-08-2024,39072,13,USD,993.37
238,22-02-2024,50629,17,USD,1613.55
2312,30-07-2024,52267,4,USD,300.18
2064,04-04-2024,81649,16,USD,1589.77
1005,11-05-2024,72776,18,USD,950.19
705,09-07-2024,82131,8,USD,561.31
792,09-12-2023,44547,14,USD,784.25
563,22-06-2024,88567,12,USD,398.7
2039,30-03-2024,86516,20,USD,1928.01
962,14-05-2024,77780,12,USD,761.95
1563,25-04-2024,31505,1,USD,87.09
1917,10-12-2023,24207,12,USD,473.54
262,25-03-2024,85158,10,USD,738.69
426,07-09-2023,67767,16,USD,1504.73
1557,19-01-2024,84714,13,USD,387.93
2049,08-08-2024,21757,17,USD,887.18
19,04-02-2024,50993,8,USD,374.15
1109,04-07-2024,67162,19,USD,473.3
556,19-05-2024,40722,3,USD,80.37
1455,28-11-2023,44640,12,USD,703.84
808,21-04-2024,19443,11,USD,435.7
411,20-03-2024,27043,5,USD,492.51
75,19-12-2023,61586,9,USD,688.86
426,15-10-2023,45488,12,USD,1038.42
1057,07-06-2024,74858,13,USD,307.69
397,14-10-2023,46648,6,USD,235.79
2057,20-04-2024,56197,3,USD,232.78
52,14-05-2024,79469,1,USD,52.66
1587,23-02-2024,67240,16,USD,407.1
1061,22-06-2024,56722,15,USD,799.94
1391,17-01-2024,25529,3,USD,273.39
1033,18-02-2024,50686,13,USD,411.08
1717,10-09-2023,43946,12,USD,610.32
2234,14-04-2024,10485,6,USD,272.41
983,05-07-2024,98684,10,USD,551.91
1578,20-12-2023,34293,16,USD,1069.62
2002,24-04-2024,17502,17,USD,1388.23
1526,02-03-2024,50386,3,USD,200.83
2096,22-08-2024,50925,9,USD,422.45
1473,30-09-2023,44176,5,USD,410.62
1241,20-01-2024,62619,4,USD,272.45
1418,16-12-2023,37581,9,USD,713.33
224,17-02-2024,96117,10,USD,819.74
2214,03-02-2024,91454,14,USD,1196.21
163,23-08-2024,54565,11,USD,723.6
1849,23-09-2023,48783,19,USD,824.87
63,06-07-2024,24801,17,USD,1123.42
349,09-11-2023,17578,14,USD,331.4
240,16-10-2023,89809,16,USD,1259.97
1694,12-03-2024,17284,17,USD,992.64
938,09-12-2023,13848,2,USD,43.07
1124,07-04-2024,90690,7,USD,356.48
616,10-09-2023,40315,10,USD,682.5
2096,04-04-2024,16063,1,USD,83.5
1477,29-07-2024,93508,12,USD,865.08
1275,16-08-2024,64271,20,USD,1145.5
